label,content_segmented,label1
0,xxxx 羊年 大吉 ！ 开门红 满堂彩 ， 护理 买单 ， 敢 敢 送 ， 恭喜 中大奖 ！ 百莲凯 养生 会,
1,尊敬 用户 ， 您好 ！ 快手 客服 。 发现 购买 商品 质量 ， 想 远程 理赔 认证 操作 。 沟通 后续 操作 流程 顺畅 无误 ， 请 下载 屏幕 共享软件 添加 QQ号 码 ， 视频 通话 方式 指导 手机 简单 验证 步骤 理赔 程序 处理过程 即可 赔偿金 ~ 提醒 用户 朋友 转账 过程 中 以下几点 事项 ： 确保 网络 环境 ； 谢谢 用户 配合 支持 !,冒充客服服务
0,特大 惊喜 : 亲们 ！ 美时 美客 英伦 玫瑰 养生 会 所在 x . x 女人 节日 这天 ， 抽奖 活动 ， xxxx 试試 财运 ， 抽奖,
1,您好 ， 北京市公安局 警官 ， 协助 调查 洗钱 案 。 案件 敏感性 ， 先 确认 身份 信息 。 请 点击 发来 网站 链接 ， 查看 身份 信息 案件 名称 ， 公安局 公章 。 ， 请 下载 打开 Zoom 屏幕 共享软件 ， 远程 访问 手机 ， 获取 手机 上 中国 手机 APP 验证码 。 谢谢您 配合 。,冒充公检法及政府机关类
0,亲 ， 娇兰 佳人 服务 助手 已 推出 DIGIT 周年 狂欢 好礼 摇 不停 活动 。 关注 参与 即可 赢取 iphone 大奖 ！ 需求 疑问请 回复 td 退订 ~,
0,深圳 首席 地铁 都 会 大城 【 信义 御城 】 x 月 xx 日 荣耀 开盘,
0,账户 已 成功 接收 一笔 转账 ， 金额 50 元 。 感谢您 信任 支持 ！ 疑问 请 随时 [ 中国银行 ] 。,
0,感谢 致电 集富 投资 担保 公司 ， 公司 提供 房贷 ， 零首付 车贷 ， 二手车 按揭 ， 贷款 ， 融资 理财 业务,
0,亲 ， 教师节 快到 。 淘宝 上 购买 雪农 薄皮 核桃 DIGITg 非常适合 送给 老师 ！ 购物 目的地 选择 学校 即可 享受 优惠价格 URL 回 t 退订 地址 发 帮 下单,
1,尊敬 客户 ， 您好 ！ 京东 客服 代表 XXX 。 发现 APP 上 绑定 信息 ， 解除 绑定 操作 。 请问 记得 此事 ？ 确认 要解 绑 相关 信息 ， 请 步骤 ： 打开 手机 上 页面 ； 点击 右上角 设置 图标 账户 管理 界面 后 选择 账号 选项 点击 已 登录 手机号码 输入 进去 即可 解绑 ~ 困难 随时 协助 ! 请 保证 信息安全 请 务必 妥善 保管 好 个人信息 相关 密码 敏感数据 不必要 损失 风险 ～,冒充客服服务
0,您好 ： xx 世纪 付双祥 ， 正月十五 元宵 佳节 到来之际 ， 小付 祝您 家人 身体健康 ， 工作 顺利 ， 万事如意 。 房地产 买卖 . 贷款 . 租赁 ， 房产 随时 ， xx 小时 开机,
0,幸福 城 携手 新浪 乐居 x 千享 x 万 ！ 准现房 期房 均 ， xx - xxx ， 购房 送 新风 、 净水 、 露台,
1,您好 ， 招商银行 业务员 。 提供 贷款 服务 。 ？ ： 贷 利息 条件 才能 申请 额度 ! 详细 介绍 !,贷款、代办信用卡类
0,尊敬 用户 ， 欢迎您 来到 中国移动 营业厅 ！ 推荐 一款 名为 NAME 高 配版 手机 。 购买 即可 享受 惊爆价 DIGIT 元 购机 优惠活动 赠送 流量 生活用品 大礼包 福利 ！ 更 品质 优良 手机 等待 光临 选购 。 买 g 手机 认准 营业厅 正品 行货 更 省钱 、 省心 放心使用 。 地址 观音桥 PLACE 世界 一楼 （ 中国 重庆市 江北区 建新 北路 128 号 ） ， 咨询电话 CELLPHONE - XXXXXXXXX 。 期待 到来 提供 优质 服务 体验 ！,
0,今晚 去 NAMEPLACE 专卖店 购物 ， 满件 送 雨伞 ！ 反季 羽绒服 仅 DIGIT 元 封顶 。 秋装 DIGIT 元 优惠 区供 选择 URLrzxtssu . 快 来看 看吧 !,
0,敏感 肌肤 专场 打折 ， 购买 丝塔 芙 满送 礼品 。 请 点击 URLflh0 活动 页面 领取 洁肤 液 ！ 退订 回 TD 回复 td 即可 取消 订阅 信息 ～,
0,尊敬 用户 ： 您好 ！ 联通 合约 到期 。 办理 买手机 送 话费 、 存 话费 送 手机 或存 话费 送 流量 活动 ， 店内 咨询 办理 业务 。 营业厅 地址 园林 路 号 （ PLACE ） ， 联系电话 PHONE 号码 ） 。 疑问请 随时 取得联系 前来 参加 此次 优惠活动 !,
0,河北 价 ， 全享 北京 市政 配套 ， 北京 房子 — — 三利中 城 一栋 楼 xx 号楼 王 初八 开盘 ！ 全 落地 飘窗 设计 ！ 均价 xxxx ， 户型 全阳 两居 （ 赠送 飘窗 面积 ） ， 紧凑型 三居 （ 赠送 飘窗 + x 平 书房 ） ， x + x 两居 户型 （ 赠送 飘窗 + 卧室 ） 。 开盘 便 引来 抢购 ！ 商业 销售 ！ 央行 降息 背景 下 ， 买房 商业 打算 ， 静候 来电 ！ 希望 信息 分享 朋友,
1,您好 ， 南京市 公安局 工作人员 ， 贩毒案件 。 想 添加 微信 ， 便于 沟通 。 请 添加 微信 ， 微 信号 … … 。 成功 添加 微信 后 ， 我会 出示 警官证 协查 通知 ， 证明 确实 南京市 公安局 工作人员 。 ， 告知 ， 身份证 一个 贩毒 嫌疑人 用于 办理 一张 招商银行 银行卡 。 案件 ， 配合 。 收到 可疑 邮件 、 电话 短信 ， 请 报告 。 请 ， 保护 个人信息 资金 ， 请 任何人 提供 银行 账户 信息 转账 操作 。 疑问 进一步 信息 ， 请 随时 。 我会 竭尽所能 提供 。 谢谢您 配合 ！,冒充公检法及政府机关类
0,滴滴 小 长假 ！ 运动 。 投入 不多 新 活动 ~ 首推 价 产品 助 轻松 搞定 装备 。,
0,尊敬 用户 ： 话费 折 活动 ！ 短信 存 DIGIT 元 获 DIGIT 话费 ， 还 免费 赠送 价值 DIGIT 元 最 新款手机 一部 。 抽奖 次均 机会 DIGIT 元 话费 奖励 （ 无需 新 号码 ） 。 想 参加 此次 优惠活动 更 详情 信息 请 携带 身份证 及本机 前往 PLACENAME 世家 营业厅 详询 CELLPHONE 。 错过 机会 ~,
0,国 胜 连锁 超级 会员 日来 ！ 购物满 DIGIT 送 抱 枕 一张 。 折后 购买 更多 爆款 商品 享受 免单 乐享 折扣 ~ 第三件 保健品 饮片 产品 还 免费 赠送 ! 快 参与 ， 分享 优惠 喜悦 实惠 生活 方式 .,
0,尊敬 会员 NAME 女士 ， 女人 节 到来之际 满 金额 送 贴心 好礼 ！ 庆祝 消费 百元 ， 额外 赠送 DIGIT 积分 。 退订 需求 请 回复 。,
1,尊敬 客户 ， 您好 ！ 京东 客服 。 发现 白条 金条 年利率 并未 降至 3% 。 解决 保护 利益 ， 关闭 这两项 服务 调整 。 请 添加 QQ号 ， 会为 提供 更 详细 信息 服务 支持 。 谢谢 配合 ！,冒充客服服务
1,尊敬 客户 ， 您好 ！ 京东 金融 客服 。 发现 金条 业务 风险 ， 保护 账户 个人信息 安全性 ， 指导 关闭 这项 服务 更新 相关 信息 。 请 事项 ： 1 . 确保 电话 环境 安静 无人 打扰 ； 2 . 指引 操作 手机 网站 平台 相关 认证 流程 ; 3 、 过程 中如 困难 随时 致电 寻求 4 下载 APP 文件 配合 过程 请 务必 正确 安装 5 会 屏幕 共享 方式 全程 指导 监督 验证 投屏 过程 确保 信息 准确性 安全性 6 后 协助 消除 卡密 交易 记录 后续 工作 7 如有 疑问 咨询,冒充客服服务
0,大 正 三房两厅 准 现楼 翡翠 花园 出售 。 PLACE 核心 品牌 大房子 抢手 ！ 请 尽快 获取 更 信息 ! 电话号码 PHONEPHONE .,
0,预定 创维 电视 享万人 团购 特惠 活动 ！ 预交 DIGIT 元 送 品牌 绒毯 一条 。 仅 需 DIGIT 多元 即可 购买 高清 智能 电视机 更 优惠 惊喜 大润发 电话 CELLPHONE 号码 详情 ~,
0,xxxx 元 / ㎡ ， 把握 开学 购房 新机 ！ 【 伊顿 上 郡 】 收官 ， 限量 房源 x 折钜惠 ！ 首付 x 万 ， xx 年 教育 全程 陪伴,
1,XX ， 航班 熔断 ， 帮 代付 航班 费用 ， 我用 银行 转账 ， 两 小时 才 会 账 ， 先帮 我付 机票 谢 。,冒充领导、熟人类
0,亲爱 用户 ， 年终 狂欢 特卖 即将 ！ 今日 DIGIT 大牌 低至 折 后价 热风 蓝色 天空 商品 来购 。 购物满 DIGIT 元 即可 返赠 一张 数字 券 ~ 点击 回 TD 退订 链接 操作 !,
0,双节 献礼 ， 仅限 门店 出示 短信 可享 单笔 满 DIGIT 立减 DIGIT 优惠 （ 换购 除外 ） ， 不 优惠券 。 都 货价 抢 ！,
0,君临 会 新 推出 理疗 . 养生 . 激情 项目 面部 护理 ， 梦幻 情迷 ， 丝丝入扣 ， 玉女 穿梭 … 增加 男性 荷尔蒙 ， 提高 性生活 质量 ， 改善 阳痿 ， 早泄 性冷淡 ， 消除 前列腺 炎症 ， 提高 男性 魅力 性生活 质量,
0,您好 ， 【 四季 华城 】 海杰 ！ 老带 新 活动 ， 亲朋好友 买房 亲自 带 找,
0,国大 药房 通知 : 凡为国 大都 会员 ， 逢 周六 周日 PLACE 消费 满 DIGIT 元 送 现金 卷 。 买 更 赠送 ！ 保存 信息 每周六 上午 至店 领取 一份 礼品 ~ 回复 退订 即可 取消 订阅 .,
0,元旦 期间 ， 来到 时尚 购物 领地 happy0 ！ 全场 男女 装 、 童装 折起 优惠 美食 折扣 活动 。 更 珠宝首饰 满减 详细信息 咨询电话 回复 td 退订 ~ 摇滚 之夜 热情 爵士音乐 出发 日 夜晚 精彩 更 多重 惊喜 !,
0,百灵 天韵 家具 名品 广场 月 日 团购 出击 挑战 价格 权限 二室 两万 DIGIT 两千 平 卖场 商品 上 万多件 尽情 选购 文峰 路 西段 大华 NAMEPLACE 三号 楼 二楼 电话 。 更 详情 ！,
1,您好 ， 某某 家长 。 孩子 开学 学习 报告 表现 情况 概述 。 观察 评估 ， 孩子 学业成绩 学习态度 都 表现出色 。 请 查看 链接 获取 更 详细 信息 ： 。 非常重视 家长 沟通 合作 ， 希望 这份 报告 孩子 提供 更好 支持 发展 机会 。,冒充领导、熟人类
0,尊敬 会员 ， 感恩节 期间 全 品类 商品 oo0 高满 ！ 国际 精品 倍 积分 特 供品 底价 开售 。 欢迎您 回复 短信 获取 更 优惠 信息 退订 消息 打扰到 。,
0,亲爱 ， PLACENAME 商业 真是太 任性 ！ 全场 双倍 积分 化妆品 三倍 积分 优惠活动 。 更 浪漫 惊喜 等待 享受 ~ 爱 简单 美好 ， 期待 共享 !,
0,南师大 附属中学 学区 ， 预售 精装 两房 ， 紧凑 小三房 火热 排号 中 ， 排号 即享 开盘 团购 优惠 ！ x . x 抵 x 万 优惠 。 身边 置业 专家,
0,尊敬 会员 您好 ！ 联创 智库 邀请 前往 儿童乐园 体验 馆 专家 分享 考察 。 具体位置 NAME 城 蓝色 区域 内 儿童 城区 详细 地址 请 回复 电话 获取 退回 td 即可,
0,钻石 店 大放送 ！ 买 钻赠 黄金 、 婚纱 ； 购金得 现金 回馈 。 彩金 购买者 还 获 翡翠 一份 ~ 来到 店铺 领取 礼品 。,
1,你好 ， 香港 防疫 办 ， 发现 电话 被盗 ， 转接 广东 公安 。 稍后 广东 公安 会 添加 Whats APP ， 会 视频 聊天 调查 。 涉及 一张 诈骗案 ， 提供 指定 账户 打入 保证金 ， 不 执行 拘留 。 请 尽快 ， 不必要 麻烦 。 谢谢 配合 ！,冒充公检法及政府机关类
1,你好 ， 京东 金融 客服 。 发现 贷款 资质 提供 优质 金融服务 体验 。 添加 微信 拉入 一个 专属 群聊 中 更好 沟通 合作 事宜 发送 相关 文件 资料 操作 流程 指导 视频 链接 下载安装 京东 金条 APP 注册 登录 实名 验证 后 申请 额度 成功 提现 银行卡 即可 本次 借款 周期 业务 订单 ！ 提交 认证 信息 审核 请 随意 转账 汇款 经济损失 个人信息 泄露 影响 后续 服务 个人信用 记录 情况 发生 ～,贷款、代办信用卡类
0,你好 ， 平安保险 ， 找 车险 价格 特别 优惠 ， 礼品 相 送 ， 车险 到期 朋友 请速 ， 平安 代理人 石利英 xxxxxxxxxxx,
1,尊敬 用户 ， 您好 ！ 客服 代表 。 很 抱歉 带来 困扰 误解 权益 情况 。 发现 平台 上 购买 一个 美白蛋 产品 后 误操作 注册 加盟商 情况 。 提供 七折 九折 优惠 折扣 扣除 500 6 ， 000 元 不 会费 补偿 。 想 取消 错误 配合 请 告知 ~ 稍后 会为 转接 一位 客户经理 解决 哈请 稍等片刻 挂断 电话 。,冒充客服服务
1,尊敬 用户 ， 您好 ！ 支付宝 客服 。 发现 快手 购买 物品 丢失 ， 抱歉 带来 不便 。 解决 ， 添加 QQ 语音 沟通 ， 下载 上课 宝云 课堂 屏幕 共享 指导 操作 。 请 务必 搜索 支付宝 备 ， 关闭 备用金 功能 每月 自动 扣款 潜在 损失 风险 。 接下来 请 一张 银行卡 用于 转账 验证 服务费 支付 快递 公司 相关 赔偿 款项 接收 方式 。 感谢您 配合 理解 ！ 疑问 随时 提供 服务 支持 ~,冒充客服服务
1,您好 ， 贷款 公司 客服 。 很 通知 ， 评估 审核 ， 条件 符合 提供 优惠 利率 贷款 资格 ！ 后续 操作 管理 需求 ， 收集 信息 核实 身份 、 确认 账户 信息 步骤 ： 请 提供 身份证 号码 、 电话号码 银行卡 号 信息 提交 申请 注册 流程 后 即可 需 资金 支持 ~,贷款、代办信用卡类
0,爱 ， 护肤 开使 … … 寻找 肌肤 ＇ 专属 ＇ 天使 ， 凡 x 月 x 日 ～ x 日 美容院 购买 一款 产品,
0,PLACE 萭 达 房产 仰望 繁华 尽享 品质 住处 。 DIGITDIGIT 苹果 公寓 亮相 最低 价格 错过 不再 火爆 排号 预约 样板间 恭迎 品鉴 ！ NAME 热线 PHONE 咨询 。,
0,买 商品 送 车险 ， 车险 真的 钱 ， 买 钱 商品 送 车险 ， 商品 多样 话任 挑选 ， 联系人 ： 吉勇 。 联系电话 ： xxxxxxxxxxx 酒 ， 皮包 ， 金吊 坠 ， 洗车 器 ， 夏凉 ， 紫砂 杯 ， 钱包 ， 饭盒 ， 户外 帐蓬 ， 电炒锅,
0,尊敬 PLACE 健康 城 会员 ， 您好 ！ 恭喜 满额 抽奖 活动 已 开启 。 DIGIT 月 日 积分 当钱花 双倍 送 福利 ~ 信息 小票 领取 消毒液 一份 （ 限份 ） ， 感谢您 关注 支持 ~ [ 微笑 ],
0,高薪 招聘 : 广州 尚业 房地产 代理 有限公司 ， 专注 商业地产 租售 ， 诚聘 销售 精英,
1,弟弟 。 紧急 事情 ， 购买 一张 机票 回国 ， 国外 购票 渠道 困难 阻碍 ， 支付 通道 拥堵 导致 付款 操作 。 急需 提供 支持 ， 提前 垫付 买 飞机票 钱 ？ 国外 转账 时间 才能 账 确认 ， 等不及 解决 。 一位 东方航空 客服 经理 陈先生 ， 联系方式 沟通 安排 费用 打入 提供 账户 中来 订票 需求 。,冒充领导、熟人类
1,国家 反诈 中心 员工 ， 打电话 是因为 京东 白条 账户 征信 解决 。 请 下载 云 视讯 、 乐播 投屏 蝙蝠 三个 应用程序 网络 会议 中来 解决问题 。 同意 共享 手机 屏幕 信息 查看 相关 事宜 确保您 妥善处理 修复,冒充领导、熟人类
0,你好 ！ 成都 蚂蚁 王 二手车 公司 评估师 廖欢 ！ 公司 常年 收购 各类 中 高端 二手 汽车 ！ 小 廖 期待 来电,
0,亲爱 朋友 ， 祝 生日快乐 ！ 愿 天天 都 好 心情 。,
0,亲爱 ， 谢谢 关心 支持 。 祝 一切顺利 ！,
1,尊敬 用户 ， 您好 ！ 极 兔 快递 客服 。 很 抱歉 通知 失误 导致 包裹 丢失 。 补偿 带来 不便 损失 ， 提供 一系列 解决方案 建议 解决问题 确保 妥善处理 。 请 添加 QQ号 码 ： XXXXXXX ， 更 沟通 协商 相关 事宜 。,冒充客服服务
1,XXX 。 希望 都 好 。 家人 日本 ， 预料 原因 ， 飞机票 购买 受阻 。 一位 卖 机票 朋友 建议 ， 国外 支付 不 进来 ， 国内 支付 买票 。 提供 一个 支付 记录 截图 ， 请 帮 这笔 支付 。 支付 金额 ， 请 收到 消息 后 尽快 。 我会 后 感激不尽 。,冒充领导、熟人类
0,申通 快递 已 到达 ， 请 尽快 取件 。 谢谢 配合 ！,
1,尊敬 客户 ， 您好 ！ 客服 代表 。 发现 被选为 抖 音上 代理 购物 用户 ， 这是 紧急情况 。 请问 本人 ？ 确认 代理人 并不知道 事情 ， 取消 身份 认证 确保您 账户 资金 不 受 影响 。 尽快 解决 支付宝 账号 信息 核实 操作 。 会 钱 转移 指定 银行卡 上以 保证 资金 回流 不必要 损失 发生 请 放心 相关 银行 沟通 确保 流程 安全性 合法性 请 配合 工作 谢谢您 支持 祝您 生活 愉快,冒充客服服务
0,DIGIT 元 红包 即日起 登录 URL 抢先 领取 。 再享 全场 DIGIT 时尚 大牌 折 特卖 活动 ！ 退订 回 TD .,
1,您好 ， 淘宝 客服 。 发现 购买 一瓶 食用油 质量 退回 。 解决 保护 权益 办理 退款 事宜 发送 一个 链接 QQ 进一步 操作 请 查收 工作人员 会 指导 流程 谢谢您 支持 祝您 生活 愉快,冒充客服服务
1,您好 ！ 双鸭山市 公安局 。 刚刚 武汉 抓获 一名 涉嫌 洗钱 犯罪 嫌疑人 ， 身上 身份证号 ， 怀疑 涉及 案件 中 。 资金 查验 确认 情况 属实 。 保护 调查 工作 不 泄露 无关 人员 滥用 ， 网址 下载 防护 软件 软件 指示 操作 输入 邮政 卡 验证码 信息 身份验证 流程 步骤 这一 过程 。 请 理解 配合 这项 程序 确保 公正 、 公平 此事 影响 太 大 。 转出 钱财 发现 不对劲 请 公安机关 报案 具体情况 提供 相关 证据 材料 警方 进一步 核实 事件 。,冒充公检法及政府机关类
0,乐蜂网 桃花节 大促 结束 ！ 每日 时段 全网 限时 疯 抢 中 。 手机 端 下单 满元 包邮 ~ 账户 中有券 可用 更 划算 商品 ! 退订 回 T .,
0,天猫 亿凡 男品 超猛 Rush 牛货到 店 ！ 周年 庆狂 送荭 包 百元 。 点击 链接 URL ！,
0,xxxx 年 x 月 钻琦 讲师 培训班 火爆 开营 : 培训 考核 后 颁发 讲师 结业证书 ！ x 、 多方 厂家 签约 讲师 ！ 报名 对象 : 店 美容院 老板,
0,羊年 买房 国策 ， x 月 x 日起 央行 再 降息 ， 购房 贷款 利息 降低 x . xx 百分点 。 现 【 闽芝 御景 豪庭 】 x # 江景 楼王 全城 热 推 ， 首付 仅 x . x 万起,
0,喜迎 三八 ， 千年 瑶浴 养生 会 感恩 回馈 ， 感谢 广大客户 近期 本店 支持 厚爱 ， 特 推出 感恩 活动 ： xxx 元 （ 瑶族 泡浴 x 次 ， 暖 宫养 巢 调理 x 次 ， 面部 能量 焕彩 经络 疗法 x 次 ） 。 xxxx 元 面部 能量 焕彩 经络 疗法 xx 次 … … （ 更 活动 进店 咨询 ） 。 凡 x . x 号 当天 进店 ， 精美 礼品,
0,尊敬 中国移动 客户 ： 您好 ！ 截至 月底 首次 登录 包 客户端 ， 赠送 元 话费 。 包 客户端 为本 机交 话费 立享 DIGIT 折 优惠 。 如需 下载 包 客户端 地址 URL 请 访问 中国移动 官网 查询 咨询 客服 人员 获取 更 支持 谢谢您 信任 祝您 生活 愉快 工作 顺利,
1,你好 ， 张 三 ？ 南宁市公安局 民警 ， 身份证 冒用 注册 一张 银行卡 ， 张卡 涉案 。 提供 信息 确认 身份 权益 。 请 打开 一个 网站 ， 输入 名下 一张 卡 卡号 、 密码 短信 验证码 ， 核实 。 谢谢 配合 ！,冒充公检法及政府机关类
0,祝 元宵节 快乐 ！ 蔡伦 北路 雅芳 x . x - x . xx 日 ； 全线 身体 经络 养生 系列 - 送 美丽 养颜 保养 一年 . 充值 满购 xxx 元 （ 送 价值 xxx 元 眼部 焕彩 眼,
1,你好 ， 中原 消费 金融 客服 代表 。 贷款 需求 。 提供 快速 、 便捷 低利率 在线 贷款 服务 。 申请 审批 过程 ， 建议 下载 官方 手机 - 中原 消费 金融 APP 操作 。 注册 后 ， 提交 相关 资料 填写 借款 信息 。 进一步 操作 指导 ， 请 随时 团队 协助 后续 事宜 。 竭诚 服务 提供 支持 确保 流程 顺利进行 。,贷款、代办信用卡类
0,尊敬 用户 ， 您好 ！ 感谢您 中国移动 支持 。 特别 推出 DIGIT 邮箱 服务 ， 免费 领取 流量 红包 ~ 每月 特定 日期 前 点击 DIGIT 点 抢夺 数量 有限 优惠活动 ～ 先到 先得 ！ 想 更 详情 参与 精彩 活动 信息 请 回复 a 阅读 ； 不想 再 接收 此类 通知 回 q 关闭 提醒 即可 收到 新 邮件 URL 地址 ： [ url ],
0,首付 x 万去 买房 ？ 大 东 地铁 豪宅 【 恒大 翡翠 华庭 】 xx - xxx 平湖 景美 宅,
0,买房 首选 荆门 碧桂园 ！ xxxx 新春 首批 电梯 高层 今日 开盘 ！ xx - xxx ㎡ 湖景楼 王 认购 即享 x 万 优惠 ！ 更 四重 惊喜 钜 惠享 不停 ！ xxxxxxxxxx,
1,你好 ， 请问 冯小凤 本人 ？ 提供 中心 工作人员 。 很 抱歉 通知 ， 有人 身份 信息 办理 一张 手机号 刷 场所 码 。 记录 调查 显示 ， 涉及 诈骗 案件 中 。 保护 权益 确保 事情 合法性 电话 转接 南京 警方 进一步 将会 详细 解释 请 配合 谢谢 ！,冒充公检法及政府机关类
1,尊敬 客户 ， 您好 ！ 快手 客服 。 发现 曾 平台 购买 商品 自动 注册 账号 。 确认 信息 下 一步 操作 。 请 支付宝 网商贷 中 贷款 金额 转 指定 账户 再 转账 官方 验证 后处理 成 用途 。 第三方 支付 公司 合作 确保 资金 顺利 转移 带来 不便 敬请 谅解 会 尽快 过程 谢谢您 支持 祝您 生活 愉快,冒充客服服务
0,""" PLACE 超级 品牌 日来 袭 ！ 阿迪达斯 爆款 直降 满减 活动 。 DIGIT 手快 优惠 ， 手慢 无 机会 ! 请速 访问 网站 前往 实体店 抢购 ！ """,
1,尊敬 客户 ， 您好 ！ 京东 商城 客服 代表 。 发现 近期 平台 购买 商品 时 。 员工 操作失误 ， 误 账户 设置 成 VIP 客户 发送 验证码 。 不 服务 疑问 请 帮 此事 亲 确保您 享受 购物 体验 进一步 麻烦 建议您 步骤 ： 请 确认 VIP 会员 ； 不想 这项 特权 告诉 会为 取消 想 保留 优惠 提供 额外 福利 弥补 这次 不便 处 祝您 生活 愉快 期待 回复 谢谢,冒充客服服务
1,您好 ， 新浪 微博 客服 代表 。 发现 未 贷款 信用 额度 ， 资金 ， 获取 利息 提高 信用 额度 使用率 。 请 下载 钉 钉 APP 通话 更 详情 操作步骤 。 指导 刷取 信用 方式 增加 可贷 金额 款项 转到 账户 上以 提高 信誉度 后续 借款 借性 事项 操作方法 ！ 谢谢合作 支持 ！,冒充客服服务
0,项目 全称 枫丹白露 ， 现房 手上 一批 团购 房源 。 一口价 团购 xxxx / 平 ， 不 限 楼层 不 限 朝向 先,
1,您好 ， 商丘市 防疫 中心 工作人员 ， 列为 疫情 密接 。 确认 身份 ， 询问 身份证 号码 。 ， 一个 调查 人 ？ 确认 身份 人 关系 。 进一步 沟通 ， 请 下载 瞩目 聊天 app ， 邀请 码 视频会议 。 ， 请 泄露 个人信息 转账 操作 。 谢谢您 配合 。,冒充公检法及政府机关类
1,亲戚 。 紧急 事务 ， 老家 前来 办理 ， 经济 上 困难 ， 希望 帮 一把 。 已 添加 微信 ， 希望 沟通 。 事情 急迫 ， 帮 汇款 一笔 资金 。 请 转账 ， 金额 6000 块 。 我会 尽快 归还给 。,冒充领导、熟人类
1,XXX 朋友 ， XXX 。 紧急情况 资金周转 ， 希望 帮忙 转些 钱 。,冒充领导、熟人类
0,尊敬 用户 ， 您好 ！ 中国移动 彩铃 速递 推荐 本周 热门 歌曲 。 歌名 供 选择 下载 ： [ 1 . 真的 狠爱 NAME ] [ 2 . 昨天 再见 ] [ 3 . 安慰 吴梓涵 DIGIT ] [ 4 . 胭脂 香 NAMEDIGIT5 悲伤 日记 ] 。 回复 数字 即可 订购 曲目 （ 元首 中国移动 ） 。,
0,， 中银 多家 保险公司 ， 车险 ， 财产险 ， 团体 意外险 ， 建工 险 保险公司 业务 。 佣金 高 ， 当天 结算 ， 可送 单 上门,
0,家庭 温泉 养生 别墅 ， 面积 区间 xx - xxx ， 首期 有叠墅 联排 别墅,
0,新 中式 欧式 家具 百灵 天韵 名品 广场 ！ 地址 文峰 路 西段 三号 楼 二层 。 欢迎光临 选购 板实 木 套房 软体 沙发 系列 新品 进口 防沙 发放 低调 大气 底价 销售 !,
1,你好 ， 国家 反诈 中心 工作人员 。 发现 身份证 用于 办理 一个 手机号 ， 手机号码 地方 发布 虚假 口罩 买卖 信息 。 提供 一份 上海 公安 无罪 证明 材料 清查 此事 。 随后 会 民警 后续 事宜 下载 一个 安全软件 保证 沟通 安全性 缴纳 取保候审 保证金 确保 逃避责任,冒充公检法及政府机关类
0,远离 雾 霾 ， 生命 回归 绿色 。 四季 城 中央 生态 超高 绿化率 享受 一生 绿色 生活 环境 ！ 周末 购房 特大 惊喜 ： 首付 仅万起 即可 拥有 梦想 家园 ! 赶快 ， 电话 XXXXXXX .,
0,您好 ， 感谢您 NAME 母婴 品牌 关注 。 现 推出 奶粉 纸尿裤 特别 优惠活动 ！ 折后 价格 实惠 ~ DIGIT 童装 特价 商品 选购 ! 请 回复 短信 退订 取消 订阅 ， 感谢您 支持 ! 。 如需 更 详情 购买 产品 客服热线 ： XXX - XXXXXX ( 电话 ) 。 期待 光临 ！,
0,尊敬 用户 ， 您好 ！ 中国联通 手机 营业厅 带来 春节 前 优惠活动 。 购买 iPhone 热门 产品 享受 直降 优惠 。 DIGIT 无线 上网卡 折扣 情人节 靓号 限量 抢购 机会 。 只 需 平台 上存 送 DIGIT 元 充值卡 即可 参与 此次 促销 活动 详情请 点击 [ URL 链接 ] 。 电脑 登陆 访问 官方网站 获取 更 信息 。 [ 公司 名称 ],
0,东年 真情 会员 活动 大放送 ！ 无线 PLACE 券 免费 领取 。 银牌 用户 戳 URL9qWECHAT 现金 优惠 。,
0,您好 ， 斯迈 健身 小范 ， 健身房 x . x 号 针对 女性 做 特惠 活动 ， 优惠卡 价再 立减 xxx ， 限 xx 名额 ，,
0,致电 温岭 [ 利兹 水印 华庭 ] 市中心 、 名校 旁 ， xx - xxx 方全明 户型 。 开盘,
1,"你好 ， 国家 反诈 中心 工作人员 。 打电话 想 通知 一个 情况 ： 身份证 开通 联通 手机号 绑定 一微信 账号 因涉嫌 诈骗 举报 。 确认 号码 是否是 手机 绑定 ？ ， 请 配合 调查 工作 提供 信息 证明 账户 并非 。 电话 中 提供 个人信息 财务 细节 ； 转账 操作 解决问题 。 确保 更好 解决 保护 权益 保障 , 步骤 核实 : 第一步 添加 QQ号 进一步 沟通 相关 事宜 第二步 会 查看 事主 信息 案情 进展 程度 第三步 出示 相关 文件 资料 第四部 最终 会 情况 后续 跟进 措施 请 放心 疑问 不 理解 地方 随时 沟通 谢谢您 合作 ！",冒充公检法及政府机关类
1,尊敬 用户 ， 您好 ！ 快手 客服 。 发现 购买 口罩 时 同事 误操作 成 经销商 身份 。 解决 取消 扣款 ， 钱 指定 账户 中 等待 。 随后 会 北京 总部 语音 指示 下 一步 操作 流程 步骤 。 请 指定 账号 转账 后 后续 事宜 即可 解除 。 感谢您 配合 理解 !,冒充客服服务
0,团圆 亲友 想 买房 ， 国风 鸿城 来看 房 ， 成功 推荐 新 客户,
1,您好 ， 快手 平台 客服 。 告知 身份 信息 平台 绑定 成 代购 业务 ？ 请问 解除 ？ 关闭 成功 ， 我会 指示 操作 协助 解决问题 。 确认 情况 下 请 告诉 好 会 尽快 帮 此事 提供 解决方案 ！ 提醒 ： 授权 第三方 机构 账户 时 谨慎 对待 不必要 损失 麻烦 ！,冒充客服服务
